razao,endereco,bairro,bandeira,venda,compra,modalidade,fornecedor,data,combustivel,cidade,ix_semana
POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA TEREZA CRISTINA, 2350",Padre Eustaquio,IPIRANGA,4.447,4177,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,"AVENIDA TEREZA CRISTINA, 820",Carlos Prates,RAIZEN,4.447,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO LESTE OESTE LTDA,"AVENIDA TEREZA CRISTINA, 1795",Calafate,PETROBRAS DISTRIBUIDORA S.A.,4.447,4180,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO VILA NOSSA SENHORA DE FATIMA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 2.401",Carlos Prates,IPIRANGA,4.447,4189,CIF,-,19/03/2020,gasolina,Belo Horizonte,1083
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,BRANCA,4.447,4040,CIF,ALESAT,19/03/2020,gasolina,Belo Horizonte,1083
POSTO JUPITER LTDA,"AVENIDA TEREZA CRISTINA, 2850",Padre Eustaquio,PETROBRAS DISTRIBUIDORA S.A.,4.447,4221,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO PAULISTINHA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 1612",Carlos Prates,RAIZEN,4.454,-,-,-,19/03/2020,gasolina,Belo Horizonte,1083
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,IPIRANGA,4.456,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO AVENIDA LTDA,"AVENIDA AMAZONAS, 9248",Glalija,BRANCA,4.459,4190,CIF,PETRONAC,18/03/2020,gasolina,Belo Horizonte,1083
POSTO PARADA OBRIGATORIA LTDA,"AVENIDA DOS ANDRADAS, 3910",Pompéia,RAIZEN,4.487,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
COMERCIAL MARCESOP LTDA,"AVENIDA AMAZONAS, 5234",Nova Suica,RAIZEN,4.489,4213,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO FENIX ESTORIL LTDA,"AVENIDA AMAZONAS, 4808",Nova Suissa,RAIZEN,4.489,4131,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO CATALAO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 102",Pedro Ii,RAIZEN,4.495,4118,CIF,-,19/03/2020,gasolina,Belo Horizonte,1083
EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,"AVENIDA VER CICERO ILDEFONSO, 539",Joao Pinheiro,IPIRANGA,4.496,4216,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO JOAO PAULO II LTDA - ME,"AV JOÃO XXIII, 540",Alípio de Melo,RAIZEN,4.496,4149,CIF,-,19/03/2020,gasolina,Belo Horizonte,1083
ECO EMPREENDIMENTOS COMERCIAIS LTDA,"RUA TUPIS, 1774",Barro Preto,RAIZEN,4.497,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO ITAPOA LTDA,"AVENIDA AMAZONAS, 2994",Barroca,IPIRANGA,4.497,4278,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO SILVA LOBO LTDA.,"AVENIDA AMAZONAS, 5353 A",Nova Suiça,PETROBRAS DISTRIBUIDORA S.A.,4.499,4144,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.499,-,-,-,19/03/2020,gasolina,Belo Horizonte,1083
POSTO GAMELEIRA LTDA,"AVENIDA AMAZONAS, 7605",Nova Gameleira,RAIZEN,4.544,4184,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO FORMULA BR LTDA,"AVENIDA AMAZONAS, 8.555",Cabana,PETROBRAS DISTRIBUIDORA S.A.,4.544,4121,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,4.587,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,PETROBRAS DISTRIBUIDORA S.A.,4.695,4160,CIF,-,19/03/2020,gasolina,Belo Horizonte,1083
POSTO AMAZONAS LTDA,"AVENIDA AMAZONAS, 5298",Nova Suissa,PETROBRAS DISTRIBUIDORA S.A.,4.749,4169,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO R.E.M. LTDA,"AVENIDA DO CONTORNO, 10040",Barro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.749,-,-,-,18/03/2020,gasolina,Belo Horizonte,1083
POSTO R.E.M. LTDA,"AVENIDA AMAZONAS, 4594",Nova Suissa,PETROBRAS DISTRIBUIDORA S.A.,4.749,4301,CIF,-,18/03/2020,gasolina,Belo Horizonte,1083
COMBUSTIVEIS VALADARES LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 2600",Caparao,RAIZEN,4.799,-,-,-,19/03/2020,gasolina,Belo Horizonte,1083
DUTRA E SILVA LTDA,"AVENIDA DOS ENGENHEIROS, 465",Alipio de Melo,IPIRANGA,4.897,-,-,-,19/03/2020,gasolina,Belo Horizonte,1083
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,PETROBRAS DISTRIBUIDORA S.A.,4.899,4190,CIF,-,19/03/2020,gasolina,Belo Horizonte,1083
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,BRANCA,3.399,3090,CIF,RIO BRANCO,10/03/2020,diesel,Belo Horizonte,1082
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,BRANCA,3.439,-,-,-,10/03/2020,diesel,Belo Horizonte,1082
AUTO POSTO RIO BRANCO LTDA,"AVENIDA BERNARDA SILVESTRE, 115",Rio Brancoi,RAIZEN,3.599,3158,CIF,-,10/03/2020,diesel,Belo Horizonte,1082
POSTO GUARAPARI LTDA,"AVENIDA GUARAPARI, 1201 LOTE 15 E 16",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,3.599,-,-,-,10/03/2020,diesel,Belo Horizonte,1082
POSTO CHAVES LTDA,"AVENIDA PORTUGAL, 2061",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,3.653,3225,CIF,-,10/03/2020,diesel,Belo Horizonte,1082
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,3.695,-,-,-,10/03/2020,diesel,Belo Horizonte,1082
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,IPIRANGA,3.699,-,-,-,10/03/2020,diesel,Belo Horizonte,1082
POSTO VANORTE LTDA,"RUA DOUTOR ALVARO CAMARGOS, 1795",Santa Branca,BRANCA,3.788,3130,CIF,ALESAT,10/03/2020,diesel,Belo Horizonte,1082
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,IPIRANGA,3.486,-,-,-,18/03/2020,diesel,Belo Horizonte,1083
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.599,-,-,-,19/03/2020,diesel,Belo Horizonte,1083
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,PETROBRAS DISTRIBUIDORA S.A.,3.599,3103,CIF,-,19/03/2020,diesel,Belo Horizonte,1083
ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA ANDRADAS, 3520",Pompeia,PETROBRAS DISTRIBUIDORA S.A.,3.697,3061,CIF,-,18/03/2020,diesel,Belo Horizonte,1083
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,BRANCA,3.799,3079,CIF,ALESAT,18/03/2020,diesel,Belo Horizonte,1083
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,PETROBRAS DISTRIBUIDORA S.A.,3.899,3400,CIF,-,19/03/2020,diesel,Belo Horizonte,1083
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,09/03/2020,gasolina,Sabará,1082
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.599,-,-,-,09/03/2020,gasolina,Sabará,1082
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,09/03/2020,gasolina,Sabará,1082
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.699,4197,CIF,-,09/03/2020,gasolina,Sabará,1082
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.799,-,-,-,09/03/2020,gasolina,Sabará,1082
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4421,CIF,-,09/03/2020,gasolina,Sabará,1082
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,4.599,4197,CIF,-,16/03/2020,gasolina,Sabará,1083
POSTO SANTA INES MINAS LTDA,"AVENIDA CONTAGEM, 1980",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,16/03/2020,gasolina,Sabará,1083
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,16/03/2020,gasolina,Sabará,1083
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,4.599,-,-,-,16/03/2020,gasolina,Sabará,1083
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354",Ana Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.799,-,-,-,16/03/2020,gasolina,Sabará,1083
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,4.999,4421,CIF,-,16/03/2020,gasolina,Sabará,1083
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.499,-,-,-,09/03/2020,diesel,Sabará,1082
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.579,3123,CIF,TORRAO,09/03/2020,diesel,Sabará,1082
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.999,3483,CIF,-,09/03/2020,diesel,Sabará,1082
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13",Borba Gato,RAIZEN,3.499,-,-,-,16/03/2020,diesel,Sabará,1083
POSTO DAS NACOES LTDA,"RODOVIA MG 5, KM 6",-,BRANCA,3.549,3123,CIF,TORRAO,16/03/2020,diesel,Sabará,1083
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719",Centro,IPIRANGA,3.999,3483,CIF,-,16/03/2020,diesel,Sabará,1083
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.797,-,-,-,09/03/2020,gasolina,Nova Lima,1082
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.799,4338,CIF,-,09/03/2020,gasolina,Nova Lima,1082
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,4198,CIF,-,09/03/2020,gasolina,Nova Lima,1082
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.899,4339,CIF,-,09/03/2020,gasolina,Nova Lima,1082
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,09/03/2020,gasolina,Nova Lima,1082
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.978,4338,CIF,-,09/03/2020,gasolina,Nova Lima,1082
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.999,-,-,-,09/03/2020,gasolina,Nova Lima,1082
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,RAIZEN,4.699,-,-,-,16/03/2020,gasolina,Nova Lima,1083
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,IPIRANGA,4.699,4338,CIF,-,16/03/2020,gasolina,Nova Lima,1083
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,ALESAT,4.797,-,-,-,16/03/2020,gasolina,Nova Lima,1083
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,ALESAT,4.799,4339,CIF,-,16/03/2020,gasolina,Nova Lima,1083
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,BRANCA,4.849,4198,CIF,-,16/03/2020,gasolina,Nova Lima,1083
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,16/03/2020,gasolina,Nova Lima,1083
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.978,4338,CIF,-,16/03/2020,gasolina,Nova Lima,1083
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,3.799,-,-,-,09/03/2020,diesel,Nova Lima,1082
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.415,3258,CIF,-,09/03/2020,diesel,Nova Lima,1082
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,PETROBRAS DISTRIBUIDORA S.A.,3.799,-,-,-,16/03/2020,diesel,Nova Lima,1083
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,IPIRANGA,4.415,3258,CIF,-,16/03/2020,diesel,Nova Lima,1083
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.578,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.595,4362,CIF,-,30/12/2019,gasolina,Betim,1072
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.5969999999999995,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.599,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.659,-,-,-,30/12/2019,gasolina,Betim,1072
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.684,4398,CIF,-,30/12/2019,gasolina,Betim,1072
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.695,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4370,CIF,-,30/12/2019,gasolina,Betim,1072
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.697,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,30/12/2019,gasolina,Betim,1072
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,ALESAT,4.697,-,-,-,30/12/2019,gasolina,Betim,1072
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.578,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.5969999999999995,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.599,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.659,-,-,-,06/01/2020,gasolina,Betim,1073
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.694,4398,CIF,-,06/01/2020,gasolina,Betim,1073
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.695,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4370,CIF,-,06/01/2020,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.695,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,06/01/2020,gasolina,Betim,1073
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,ALESAT,4.697,-,-,-,06/01/2020,gasolina,Betim,1073
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.7989999999999995,4362,CIF,-,06/01/2020,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.495,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.599,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.677,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.677,-,-,-,15/01/2020,gasolina,Betim,1074
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.694,4466,CIF,-,15/01/2020,gasolina,Betim,1074
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4410,CIF,-,15/01/2020,gasolina,Betim,1074
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.695,4415,CIF,-,15/01/2020,gasolina,Betim,1074
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,ALESAT,4.697,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.697,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.697,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,15/01/2020,gasolina,Betim,1074
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.495,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.599,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.677,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.677,-,-,-,22/01/2020,gasolina,Betim,1075
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.694,4466,CIF,-,22/01/2020,gasolina,Betim,1075
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.695,4415,CIF,-,22/01/2020,gasolina,Betim,1075
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4410,CIF,-,22/01/2020,gasolina,Betim,1075
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,ALESAT,4.697,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.697,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.697,-,-,-,22/01/2020,gasolina,Betim,1075
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.657,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.657,-,-,-,30/01/2020,gasolina,Betim,1076
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.694,4427,CIF,-,30/01/2020,gasolina,Betim,1076
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.695,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.695,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4390,CIF,-,30/01/2020,gasolina,Betim,1076
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.695,-,-,-,30/01/2020,gasolina,Betim,1076
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,BRANCA,4.697,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.697,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.699,-,-,-,30/01/2020,gasolina,Betim,1076
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,IPIRANGA,4.657,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.657,-,-,-,06/02/2020,gasolina,Betim,1077
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,IPIRANGA,4.694,4427,CIF,-,06/02/2020,gasolina,Betim,1077
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,IPIRANGA,4.695,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,IPIRANGA,4.695,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,PETROBRAS DISTRIBUIDORA S.A.,4.695,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,PETROBRAS DISTRIBUIDORA S.A.,4.695,4390,CIF,-,06/02/2020,gasolina,Betim,1077
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,BRANCA,4.697,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,IPIRANGA,4.697,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,IPIRANGA,4.697,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,RAIZEN,4.699,-,-,-,06/02/2020,gasolina,Betim,1077
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,IPIRANGA,4.575,-,-,-,10/02/2020,gasolina,Betim,1078
