razao,endereco,Description,geometry,longitude,latitude,data,venda,quantile
ITAPORE COMERCIO DE COMBUSTIVEIS LTDA.,"VIA EXPRESSA DE CONTAGEM, 1665","endereco: VIA EXPRESSA DE CONTAGEM, 1665<br>bairro: Agua Branca<br>cidade: Contagem<br>endereço: Via Expressa de Contagem, 1665 - Eldorado, Contagem - MG, 32370-485, Brazil<br>longitude: -44.0397772<br>latitude: -19.9311728",POINT Z (-44.0397772 -19.9311728 0),-19.9311728,-44.0397772,2020-03-01,4.695,"(4.639, 4.778]"
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71","endereco: RUA DOUTOR ANIBAL MORAES QUINTAO, 71<br>bairro: Centro<br>cidade: Nova Lima<br>endereço: Rua Aníbal Morais de Quintão, 71 - Rosário, Nova Lima - MG, 34000-000, Brazil<br>longitude: -43.8532262<br>latitude: -19.9821703",POINT Z (-43.8532262 -19.9821703 0),-19.9821703,-43.8532262,2020-12-02,4.849,"(4.778, 4.918]"
JR COMERCIO E PRESTACAO DE SERVICOS LTDA,"RUA IZABEL BUENO, 20","endereco: RUA IZABEL BUENO, 20<br>bairro: Universitario<br>cidade: Belo Horizonte<br>endereço: Av. Heráclito Mourão de Miranda, 1851 - Santa Terezinha, Belo Horizonte - MG, 31365-203, Brazil<br>longitude: -44.005344<br>latitude: -19.877917",POINT Z (-44.005344 -19.877917 0),-19.877917,-44.005344,2020-07-01,4.897,"(4.778, 4.918]"
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065","endereco: AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065<br>bairro: Coração Eucarístico<br>cidade: Belo Horizonte<br>endereço: Av. Vereador Cicero Idelfonso, 1065 - Califórnia, Belo Horizonte - MG, 30530-000, Brazil<br>longitude: -44.0013756<br>latitude: -19.9257017",POINT Z (-44.0013756 -19.9257017 0),-19.9257017,-44.0013756,2020-03-18,4.6960000000000015,"(4.639, 4.778]"
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620","endereco: AVENIDA DIS ENGENHEIROS, 1620<br>bairro: Castelo<br>cidade: Belo Horizonte<br>endereço: Av. dos Engenheiros, 1620 - Alípio de Melo, Belo Horizonte - MG, 30840-300, Brazil<br>longitude: -44.0059318<br>latitude: -19.8855336",POINT Z (-44.0059318 -19.8855336 0),-19.8855336,-44.0059318,2020-03-19,4.899,"(4.778, 4.918]"
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08","endereco: RODOVIA BR-040, SN KM 08<br>bairro: Morada Nova<br>cidade: Contagem<br>endereço: Rodovia BR 040 km 08 s/n - Morada Nova, Contagem - MG, 32145-480, Brazil<br>longitude: -44.0547941<br>latitude: -19.8731162",POINT Z (-44.0547941 -19.8731162 0),-19.8731162,-44.0547941,2020-06-02,4.607,"(4.498, 4.639]"
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603","endereco: AVENIDA FERNAO DIAS, 603<br>bairro: Jardim Laguna<br>cidade: Contagem<br>endereço: Av. Fernão Dias, 603 - Jardim Laguna, Contagem - MG, 32140-310, Brazil<br>longitude: -44.0339768<br>latitude: -19.8944725",POINT Z (-44.0339768 -19.8944725 0),-19.8944725,-44.0339768,2020-06-02,4.949,"(4.918, 5.058]"
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223","endereco: VIA EXPRESSA, 223<br>bairro: Agua Branca<br>cidade: Contagem<br>endereço: Via Expressa de Contagem, 223 - Água Branca, Contagem - MG, 32010-000, Brazil<br>longitude: -44.0345641<br>latitude: -19.934212",POINT Z (-44.0345641 -19.934212 0),-19.934212,-44.0345641,2020-05-03,4.695,"(4.639, 4.778]"
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85","endereco: RUA TOMAZ DE ANDRADE, 85<br>bairro: Distrito Industrial<br>cidade: Contagem<br>endereço: Rua Tomás de Andrade, 85 - Riacho das Pedras, Contagem - MG, 32223-000, Brazil<br>longitude: -44.031156<br>latitude: -19.964296",POINT Z (-44.031156 -19.964296 0),-19.964296,-44.031156,2020-08-01,4.66,"(4.639, 4.778]"
MILLENIUM-COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA TOMAZ DE ANDRADE, 85","endereco: RUA TOMAZ DE ANDRADE, 85<br>bairro: Industrial-3 Secao<br>cidade: Contagem<br>endereço: Rua Tomás de Andrade, 85 - Riacho das Pedras, Contagem - MG, 32223-000, Brazil<br>longitude: -44.031156<br>latitude: -19.964296",POINT Z (-44.031156 -19.964296 0),-19.964296,-44.031156,2020-11-03,4.527,"(4.498, 4.639]"
MINEIRAO POSTO DE SERVICOS LTDA,"AVENIDA PRES ANTONIO CARLOS, 2710","endereco: AVENIDA PRES ANTONIO CARLOS, 2710<br>bairro: Parque Riachuelo<br>cidade: Belo Horizonte<br>endereço: Av. Pres. Antônio Carlos, 7400 - Pampulha, Belo Horizonte - MG, 31275-010, Brazil<br>longitude: -43.9595169<br>latitude: -19.8582213",POINT Z (-43.9595169 -19.8582213 0),-19.8582213,-43.9595169,2020-02-27,4.499,"(4.498, 4.639]"
MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA GRAO MOGOL, 953-A","endereco: RUA GRAO MOGOL, 953-A<br>bairro: Sion<br>cidade: Belo Horizonte<br>endereço: Av. Nossa Sra. do Carmo, 450 - São Pedro, Belo Horizonte - MG, 30360-740, Brazil<br>longitude: -43.9346927<br>latitude: -19.9439737",POINT Z (-43.9346927 -19.9439737 0),-19.9439737,-43.9346927,2020-03-02,4.857,"(4.778, 4.918]"
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235","endereco: AVENIDA HELENA DE VASCONCELOS COSTA, 1235<br>bairro: Fazenda das Perobas<br>cidade: Contagem<br>endereço: Av. Helena de Vasconcelos Costa, 1235 - Cincao, Contagem - MG, 32371-685, Brazil<br>longitude: -44.0482451<br>latitude: -19.9075232",POINT Z (-44.0482451 -19.9075232 0),-19.9075232,-44.0482451,2020-05-03,4.697,"(4.639, 4.778]"
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240","endereco: AVENIDA HELENA DE VASCONCELOS COSTA, 1240<br>bairro: Fazendas das Perobas<br>cidade: Contagem<br>endereço: Av. Helena de Vasconcelos Costa, 1240 - Cincao, Contagem - MG, 32371-685, Brazil<br>longitude: -44.0549514<br>latitude: -19.9159908",POINT Z (-44.0549514 -19.9159908 0),-19.9159908,-44.0549514,2020-05-03,4.695,"(4.639, 4.778]"
ORGANIZACOES GUALBERTO LTDA - EPP,"RUA MARIA GERTRUDES SANTOS, 293","endereco: RUA MARIA GERTRUDES SANTOS, 293<br>bairro: Ceu Azul<br>cidade: Belo Horizonte<br>endereço: R. Maria Gertrúdes Santos, 293 - Céu Azul, Belo Horizonte - MG, 31578-300, Brazil<br>longitude: -44.0008026<br>latitude: -19.8179479",POINT Z (-44.0008026 -19.8179479 0),-19.8179479,-44.0008026,2020-10-03,4.697,"(4.639, 4.778]"
ORGANIZAÇAO PETROMAR LTDA,"RUA MATO GROSSO, 212","endereco: RUA MATO GROSSO, 212<br>bairro: Barro Preto<br>cidade: Belo Horizonte<br>endereço: Rua dos Goitacazes, 1376 - Centro, Belo Horizonte - MG, 30190-051, Brazil<br>longitude: -43.9497354<br>latitude: -19.9202045",POINT Z (-43.9497354 -19.9202045 0),-19.9202045,-43.9497354,2020-07-01,4.64,"(4.639, 4.778]"
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1","endereco: RODOVIA BR 040, 1000 KM 1<br>bairro: Califórnia<br>cidade: Belo Horizonte<br>endereço: R. Maj. Delfino de Paula, 2745 - São Francisco, Belo Horizonte - MG, 31255-170, Brazil<br>longitude: -43.9600116<br>latitude: -19.8819546",POINT Z (-43.9600116 -19.8819546 0),-19.8819546,-43.9600116,2020-04-03,4.659,"(4.639, 4.778]"
PETROBEL LTDA,"AVENIDA BERNARDO MONTEIRO, 1339","endereco: AVENIDA BERNARDO MONTEIRO, 1339<br>bairro: Funcionários<br>cidade: Belo Horizonte<br>endereço: Rua Javari, 195 - Concórdia, Belo Horizonte - MG, 31030-045, Brazil<br>longitude: -43.9437254<br>latitude: -19.8979477",POINT Z (-43.9437254 -19.8979477 0),-19.8979477,-43.9437254,2020-03-02,5.058,"(4.918, 5.058]"
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12","endereco: PRACA EXPEDICIONARIO ASSUNCAO, 12<br>bairro: Centro<br>cidade: Nova Lima<br>endereço: R. do Resende, 170 - Centro, Nova Lima - MG, 34000-000, Brazil<br>longitude: -43.8441563<br>latitude: -19.9853115",POINT Z (-43.8441563 -19.9853115 0),-19.9853115,-43.8441563,2020-12-02,4.999,"(4.918, 5.058]"
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22","endereco: PRACA DR. ERNANI RIB. SILVA, 22<br>bairro: Centro<br>cidade: Nova Lima<br>endereço: R. Arisio da Silva, 22 - Padre Osvaldo B Pena, Nova Lima - MG, 34000-000, Brazil<br>longitude: -43.853028<br>latitude: -20.0009341",POINT Z (-43.853028 -20.0009341 0),-20.0009341,-43.853028,2020-12-02,4.949,"(4.918, 5.058]"
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45","endereco: AVENIDA PIO XII, 45<br>bairro: Agua Branca<br>cidade: Contagem<br>endereço: Av. Pio XII, 45 - Água Branca, Contagem - MG, 32371-160, Brazil<br>longitude: -44.0330023<br>latitude: -19.9356434",POINT Z (-44.0330023 -19.9356434 0),-19.9356434,-44.0330023,2020-05-03,4.69,"(4.639, 4.778]"
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329","endereco: AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329<br>bairro: Planalto<br>cidade: Belo Horizonte<br>endereço: Av. Presidente Carlos Luz, 4055 - Engenho Nogueira, Belo Horizonte - MG, 31310-250, Brazil<br>longitude: -43.9777618<br>latitude: -19.8749206",POINT Z (-43.9777618 -19.8749206 0),-19.8749206,-43.9777618,2020-11-02,4.649,"(4.639, 4.778]"
POSTO ABASTECA AQUI ANEL LTDA - EPP,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600","endereco: RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600<br>bairro: Caicaras<br>cidade: Belo Horizonte<br>endereço: Av. Barão Homem de Melo, 827 - Nova Granada, Belo Horizonte - MG, 30431-327, Brazil<br>longitude: -43.97147<br>latitude: -19.94107",POINT Z (-43.97147 -19.94107 0),-19.94107,-43.97147,2020-05-02,4.695,"(4.639, 4.778]"
POSTO ABRIL DAS AMERICAS LTDA,"AVENIDA DAS AMERICAS, 670","endereco: AVENIDA DAS AMERICAS, 670<br>bairro: Centro<br>cidade: Betim<br>endereço: Av. das Américas, 670 - Centro, Betim - MG, 32600-160, Brazil<br>longitude: -44.191826<br>latitude: -19.9711388",POINT Z (-44.191826 -19.9711388 0),-19.9711388,-44.191826,2020-09-03,4.579,"(4.498, 4.639]"
POSTO AEL SAO JOSE LTDA,"RUA RIO GRANDE DO NORTE, 1204","endereco: RUA RIO GRANDE DO NORTE, 1204<br>bairro: Funcionarios<br>cidade: Belo Horizonte<br>endereço: BR-356, 520, Cardoso Moreira - RJ, 28180-000, Brazil<br>longitude: -43.9324161<br>latitude: -19.9361283",POINT Z (-43.9324161 -19.9361283 0),-19.9361283,-43.9324161,2019-12-30,4.857,"(4.778, 4.918]"
POSTO AEROPORTO LTDA,"RUA PROFESSOR MAGALHAES PENIDO, 540","endereco: RUA PROFESSOR MAGALHAES PENIDO, 540<br>bairro: Sao Luiz (pampulha)<br>cidade: Belo Horizonte<br>endereço: Av. Silviano Brandão, 1785 - Sagrada Família, Belo Horizonte - MG, 31030-105, Brazil<br>longitude: -43.9211348<br>latitude: -19.9114439",POINT Z (-43.9211348 -19.9114439 0),-19.9114439,-43.9211348,2020-07-01,4.689,"(4.639, 4.778]"
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65","endereco: RUA HIBISCO, 65<br>bairro: Chacara Boa Vista<br>cidade: Contagem<br>endereço: R. Hibisco, 65 - Chácara Boa Vista, Contagem - MG, 32150-210, Brazil<br>longitude: -44.0549903<br>latitude: -19.8925817",POINT Z (-44.0549903 -19.8925817 0),-19.8925817,-44.0549903,2020-06-02,4.659,"(4.639, 4.778]"
POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1062","endereco: AVENIDA SARAMENHA, 1062<br>bairro: Tupi<br>cidade: Belo Horizonte<br>endereço: Av. Saramenha, 1500 - Guarani, Belo Horizonte - MG, 31840-220, Brazil<br>longitude: -43.9187795<br>latitude: -19.8433053",POINT Z (-43.9187795 -19.8433053 0),-19.8433053,-43.9187795,2020-07-01,4.698,"(4.639, 4.778]"
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165","endereco: VIA EXPRESSA DE CONTAGEM, 12.165<br>bairro: Petrolandia<br>cidade: Contagem<br>endereço: Via Expressa de Contagem - Petrolândia, Contagem - MG, Brazil<br>longitude: -44.1137116<br>latitude: -19.9266964",POINT Z (-44.1137116 -19.9266964 0),-19.9266964,-44.1137116,2020-05-03,4.695,"(4.639, 4.778]"
POSTO ALLGAS LTDA,"AVENIDA SARAMENHA, 1500","endereco: AVENIDA SARAMENHA, 1500<br>bairro: Tupi<br>cidade: Belo Horizonte<br>endereço: R. Jacuí, 2300 - Renascença, Belo Horizonte - MG, 31140-650, Brazil<br>longitude: -43.9361343<br>latitude: -19.8934663",POINT Z (-43.9361343 -19.8934663 0),-19.8934663,-43.9361343,2020-07-01,4.698,"(4.639, 4.778]"
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265","endereco: AVENIDA CAMPO DE OURIQUE, 1265<br>bairro: Jardim Alterosa<br>cidade: Betim<br>endereço: Av. Campo de Ourique, 1265 - Jardim Alterosa, Betim - MG, 32670-738, Brazil<br>longitude: -44.1577384<br>latitude: -19.949378",POINT Z (-44.1577384 -19.949378 0),-19.949378,-44.1577384,2020-10-02,4.695,"(4.639, 4.778]"
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200","endereco: AVENIDA JUIZ MARCO TULIO ISAAC, 4200<br>bairro: Jardim da Cidade<br>cidade: Betim<br>endereço: Av. Juiz Marco Túlio Isaac, 4200 - Parque das Industrias, Betim - MG, 32550-770, Brazil<br>longitude: -44.1771921<br>latitude: -19.9618675",POINT Z (-44.1771921 -19.9618675 0),-19.9618675,-44.1771921,2020-10-03,4.695,"(4.639, 4.778]"
POSTO AMAZONAS LTDA,"AVENIDA AMAZONAS, 5298","endereco: AVENIDA AMAZONAS, 5298<br>bairro: Nova Suissa<br>cidade: Belo Horizonte<br>endereço: Av. Amazonas, 5298 - Centro, Belo Horizonte - MG, 30180-001, Brazil<br>longitude: -43.979397<br>latitude: -19.929767",POINT Z (-43.979397 -19.929767 0),-19.929767,-43.979397,2020-03-18,4.949,"(4.918, 5.058]"
POSTO ANA LUCIA LTDA,"AVENIDA CONTAGEM, 1354","endereco: AVENIDA CONTAGEM, 1354<br>bairro: Ana Lucia<br>cidade: Sabará<br>endereço: Rua Contagem, 1354, Sabará - MG, 34710-010, Brazil<br>longitude: -43.9063187<br>latitude: -19.8845038",POINT Z (-43.9063187 -19.8845038 0),-19.8845038,-43.9063187,2020-09-03,4.899,"(4.778, 4.918]"
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001","endereco: RUA DO ROSARIO, 1001<br>bairro: Angola<br>cidade: Betim<br>endereço: R. do Rosário, 1001 - Angola, Betim - MG, 32630-000, Brazil<br>longitude: -44.2006943<br>latitude: -19.9569806",POINT Z (-44.2006943 -19.9569806 0),-19.9569806,-44.2006943,2020-10-02,4.697,"(4.639, 4.778]"
POSTO ANTUNES LTDA,"AVENIDA PORTUGAL, 2603","endereco: AVENIDA PORTUGAL, 2603<br>bairro: Santa Amelia<br>cidade: Belo Horizonte<br>endereço: Av. Portugal, 2603 - Santa Amelia, Belo Horizonte - MG, 31560-000, Brazil<br>longitude: -43.9721677<br>latitude: -19.8454045",POINT Z (-43.9721677 -19.8454045 0),-19.8454045,-43.9721677,2020-11-02,4.647,"(4.639, 4.778]"
POSTO ARAPONGA LTDA,"AVENIDA BRASIL, 909","endereco: AVENIDA BRASIL, 909<br>bairro: Santa Efigenia<br>cidade: Belo Horizonte<br>endereço: BR-262 - Engenho Nogueira, Belo Horizonte - MG, Brazil<br>longitude: -43.977647<br>latitude: -19.8927623",POINT Z (-43.977647 -19.8927623 0),-19.8927623,-43.977647,2020-03-02,4.699,"(4.639, 4.778]"
POSTO ARAUJO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,"AVENIDA AMERICO VESPUCIO, 809","endereco: AVENIDA AMERICO VESPUCIO, 809<br>bairro: Aparecida<br>cidade: Belo Horizonte<br>endereço: Av. Américo Vespúcio, 809 - Parque Riachuelo, Belo Horizonte - MG, 31230-240, Brazil<br>longitude: -43.95731<br>latitude: -19.8915",POINT Z (-43.95731 -19.8915 0),-19.8915,-43.95731,2020-11-02,4.675,"(4.639, 4.778]"
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26","endereco: RODOVIA BR 262, S/N KM 26<br>bairro: Dom Silverio<br>cidade: Belo Horizonte<br>endereço: Av. Brasil, 909 - Funcionários, Belo Horizonte - MG, 30140-001, Brazil<br>longitude: -43.9278824<br>latitude: -19.9279377",POINT Z (-43.9278824 -19.9279377 0),-19.9279377,-43.9278824,2020-05-02,4.699,"(4.639, 4.778]"
POSTO ASTRAL LTDA,"AVENIDA BRIG EDUARDO GOMES, 1025","endereco: AVENIDA BRIG EDUARDO GOMES, 1025<br>bairro: Gloria<br>cidade: Belo Horizonte<br>endereço: Av. Saramenha, 1660 - Guarani, Belo Horizonte - MG, 31840-220, Brazil<br>longitude: -43.9176704<br>latitude: -19.8444726",POINT Z (-43.9176704 -19.8444726 0),-19.8444726,-43.9176704,2020-06-01,4.697,"(4.639, 4.778]"
POSTO ATLANTICO LTDA,"AVENIDA PORTUGAL, 150","endereco: AVENIDA PORTUGAL, 150<br>bairro: Jardim Atlantico<br>cidade: Belo Horizonte<br>endereço: Av. Portugal, 150 - Santa Amelia, Belo Horizonte - MG, 31550-000, Brazil<br>longitude: -43.9913128<br>latitude: -19.8388349",POINT Z (-43.9913128 -19.8388349 0),-19.8388349,-43.9913128,2020-11-02,4.747,"(4.639, 4.778]"
POSTO AVENIDA LTDA,"AVENIDA AMAZONAS, 9248","endereco: AVENIDA AMAZONAS, 9248<br>bairro: Glalija<br>cidade: Belo Horizonte<br>endereço: Av. Amazonas, 9248 - Camargos, Belo Horizonte - MG, 30520-000, Brazil<br>longitude: -44.0088658<br>latitude: -19.9476346",POINT Z (-44.0088658 -19.9476346 0),-19.9476346,-44.0088658,2020-03-18,4.499,"(4.498, 4.639]"
POSTO AVIEN LTDA,"RODOVIA BR-381, S/N KM 13","endereco: RODOVIA BR-381, S/N KM 13<br>bairro: Borba Gato<br>cidade: Sabará<br>endereço: Rodovia Br-262 - Vila Amelia Moreira, Sabará - MG, 34730-010, Brazil<br>longitude: -43.849148<br>latitude: -19.83465",POINT Z (-43.849148 -19.83465 0),-19.83465,-43.849148,2020-09-03,4.799,"(4.778, 4.918]"
POSTO BAHAMA'S LTDA,"AVENIDA SILVIANO BRANDAO, 796","endereco: AVENIDA SILVIANO BRANDAO, 796<br>bairro: Floresta<br>cidade: Belo Horizonte<br>endereço: R. Dep. Cláudio Pinheiro Lima, 957 - Glória, Belo Horizonte - MG, 30870-020, Brazil<br>longitude: -44.007295<br>latitude: -19.9039536",POINT Z (-44.007295 -19.9039536 0),-19.9039536,-44.007295,2020-07-01,4.599,"(4.498, 4.639]"
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519","endereco: AVENIDA ABILIO MACHADO, 4519<br>bairro: Vila Perola<br>cidade: Contagem<br>endereço: Av. Abílio Machado, 4519 - Ressaca, Contagem - MG, 32110-010, Brazil<br>longitude: -44.0181737<br>latitude: -19.8865526",POINT Z (-44.0181737 -19.8865526 0),-19.8865526,-44.0181737,2020-06-02,4.655,"(4.639, 4.778]"
POSTO BALUARTE LTDA,"BR. 262 - KM 24,5, S/N KM 24,5","endereco: BR. 262 - KM 24,5, S/N KM 24,5<br>bairro: Maria Goreti<br>cidade: Belo Horizonte<br>endereço: Anel Rodoviário Celso Mello Azevedo - Bernadete, Belo Horizonte - MG, Brazil<br>longitude: -43.981755<br>latitude: -19.9836563",POINT Z (-43.981755 -19.9836563 0),-19.9836563,-43.981755,2020-05-02,4.999,"(4.918, 5.058]"
POSTO BARAO DE MELO LTDA,"AVENIDA BARAO HOMEM DE MELO, 827","endereco: AVENIDA BARAO HOMEM DE MELO, 827<br>bairro: Nova Granada<br>cidade: Belo Horizonte<br>endereço: Av. Brasil, 401 - Santa Efigênia, Belo Horizonte - MG, 30140-000, Brazil<br>longitude: -43.9236839<br>latitude: -19.9254857",POINT Z (-43.9236839 -19.9254857 0),-19.9254857,-43.9236839,2020-03-02,4.695,"(4.639, 4.778]"
POSTO BARBOSA LTDA,"AVENIDA PRES CARLOS LUZ, 2263","endereco: AVENIDA PRES CARLOS LUZ, 2263<br>bairro: Sao Francisco Assis<br>cidade: Belo Horizonte<br>endereço: Av. Amazonas, 4594 - Nova Suíça, Belo Horizonte - MG, 30180-001, Brazil<br>longitude: -43.9750569<br>latitude: -19.9292042",POINT Z (-43.9750569 -19.9292042 0),-19.9292042,-43.9750569,2020-01-22,4.699,"(4.639, 4.778]"
POSTO BARRA SETE LTDA.,"RODOVIA BR-381 FERNAO DIAS, 000 KM: 485,2;","endereco: RODOVIA BR-381 FERNAO DIAS, 000 KM: 485,2;<br>bairro: Santo Antonio<br>cidade: Betim<br>endereço: Rod. Fernão Dias, 381 - 485 - Distrito Industrial Paulo Camilo Sul, Betim - MG, 32684, Brazil<br>longitude: -44.1125831<br>latitude: -19.9557068",POINT Z (-44.1125831 -19.9557068 0),-19.9557068,-44.1125831,2020-09-03,4.599,"(4.498, 4.639]"
POSTO BARREIRAO LTDA - EPP,"AVENIDA TEREZA CRISTINA, 2796","endereco: AVENIDA TEREZA CRISTINA, 2796<br>bairro: Jardim Industrial<br>cidade: Contagem<br>endereço: Rodovida BR 040 km 688 S/N - Kennedy, Contagem - MG, 32145-900, Brazil<br>longitude: -44.0485083<br>latitude: -19.8945259",POINT Z (-44.0485083 -19.8945259 0),-19.8945259,-44.0485083,2020-08-01,4.657,"(4.639, 4.778]"
POSTO BARRO PRETO LTDA,"RUA GOITACASES, 1376","endereco: RUA GOITACASES, 1376<br>bairro: Barro Preto<br>cidade: Belo Horizonte<br>endereço: Av. Waldyr Soeiro Emrich, 3441 - Santa Helena (Barreiro), Belo Horizonte - MG, 30644-000, Brazil<br>longitude: -44.0134481<br>latitude: -19.990582",POINT Z (-44.0134481 -19.990582 0),-19.990582,-44.0134481,2020-07-01,4.645,"(4.639, 4.778]"
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880","endereco: RUA DESEMBARGADOR REIS ALVES, 880<br>bairro: B. das Industrias<br>cidade: Belo Horizonte<br>endereço: Anel Rodoviário Celso Mello Azevedo, 11333 - Dom Bosco, Belo Horizonte - MG, 30850-290, Brazil<br>longitude: -43.9997354<br>latitude: -19.9191404",POINT Z (-43.9997354 -19.9191404 0),-19.9191404,-43.9997354,2020-03-02,4.698,"(4.639, 4.778]"
POSTO BEAGAS GNV LTDA.,"AVENIDA DOM PEDRO II, 4685","endereco: AVENIDA DOM PEDRO II, 4685<br>bairro: Jardim Montanhes<br>cidade: Belo Horizonte<br>endereço: Av. Dom Pedro II, 4685 - Jardim Montanhês, Belo Horizonte - MG, 30750-000, Brazil<br>longitude: -43.9836581<br>latitude: -19.9083732",POINT Z (-43.9836581 -19.9083732 0),-19.9083732,-43.9836581,2020-03-19,4.566,"(4.498, 4.639]"
POSTO BH LTDA - ME,"AVENIDA DOS ANDRADAS, 1350","endereco: AVENIDA DOS ANDRADAS, 1350<br>bairro: Centro<br>cidade: Belo Horizonte<br>endereço: Av. dos Andradas, 1350 - Centro, Belo Horizonte - MG, 30120-010, Brazil<br>longitude: -43.92783<br>latitude: -19.92155",POINT Z (-43.92783 -19.92155 0),-19.92155,-43.92783,2020-03-18,4.6160000000000005,"(4.498, 4.639]"
POSTO BOA ESPERANCA LTDA.,"RODOVIA PAPA JOAO PAULO II, 3031","endereco: RODOVIA PAPA JOAO PAULO II, 3031<br>bairro: Serra Verde<br>cidade: Belo Horizonte<br>endereço: Rod. Papa João Paulo II, 3031 - Serra Verde, Belo Horizonte - MG, 31630-369, Brazil<br>longitude: -43.9501701<br>latitude: -19.8037797",POINT Z (-43.9501701 -19.8037797 0),-19.8037797,-43.9501701,2020-11-02,4.697,"(4.639, 4.778]"
POSTO BOM BOM LTDA,"AVENIDA CONTORNO, 2694","endereco: AVENIDA CONTORNO, 2694<br>bairro: Santa Efigenia<br>cidade: Belo Horizonte<br>endereço: Av. do Contorno, 2694 - Santa Efigênia, Belo Horizonte - MG, 30110-014, Brazil<br>longitude: -43.9226722<br>latitude: -19.9219985",POINT Z (-43.9226722 -19.9219985 0),-19.9219985,-43.9226722,2020-03-19,4.799,"(4.778, 4.918]"
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333","endereco: RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333<br>bairro: Dom Bosco<br>cidade: Belo Horizonte<br>endereço: R. Gonçalves Dias, 520 - Funcionários, Belo Horizonte - MG, 30140-090, Brazil<br>longitude: -43.9296686<br>latitude: -19.9328517",POINT Z (-43.9296686 -19.9328517 0),-19.9328517,-43.9296686,2020-05-02,4.699,"(4.639, 4.778]"
POSTO BRUNINHA LTDA,"AVENIDA DOM PEDRO I, 1680","endereco: AVENIDA DOM PEDRO I, 1680<br>bairro: Itapoa<br>cidade: Belo Horizonte<br>endereço: Av. Dom Pedro I, 1680 - Itapoã, Belo Horizonte - MG, 31710-000, Brazil<br>longitude: -43.9630032<br>latitude: -19.8325782",POINT Z (-43.9630032 -19.8325782 0),-19.8325782,-43.9630032,2020-11-02,4.649,"(4.639, 4.778]"
POSTO CAMOES LTDA,"AVENIDA PORTUGAL, 4611","endereco: AVENIDA PORTUGAL, 4611<br>bairro: Itapoa<br>cidade: Belo Horizonte<br>endereço: Av. Portugal, 4611 - Itapoã, Belo Horizonte - MG, 31710-400, Brazil<br>longitude: -43.9594348<br>latitude: -19.843379",POINT Z (-43.9594348 -19.843379 0),-19.843379,-43.9594348,2020-11-02,4.647,"(4.639, 4.778]"
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772","endereco: AVENIDA ABILIO MACHADO, 1772<br>bairro: Alipio de Mello<br>cidade: Belo Horizonte<br>endereço: Av. Abílio Machado, 1772 - Dom Bosco, Belo Horizonte - MG, 30820-622, Brazil<br>longitude: -44.0036394<br>latitude: -19.9021453",POINT Z (-44.0036394 -19.9021453 0),-19.9021453,-44.0036394,2020-06-01,4.6560000000000015,"(4.639, 4.778]"
